Allele	Caucasian	African	Asian
hla_drb1_07_34	0.1	0.1	0.1
hla_drb1_08_01	0.1	0.1	0.1
hla_drb1_08_02	0.1	0.1	0.1
hla_drb1_08_03	0.1	0.1	0.1
hla_drb1_08_04	0.1	0.1	0.1
hla_drb1_08_06	0.1	0.1	0.1
hla_drb1_08_07	0.1	0.1	0.1
hla_drb1_08_08	0.1	0.1	0.1
hla_drb1_08_09	0.1	0.1	0.1
hla_drb1_08_10	0.1	0.1	0.1
hla_drb1_08_105	0.1	0.1	0.1
hla_drb1_08_11	0.1	0.1	0.1
hla_drb1_08_13	0.1	0.1	0.1
hla_drb1_08_14	0.1	0.1	0.1
hla_drb1_08_16	0.1	0.1	0.1
hla_drb1_08_17	0.1	0.1	0.1
hla_drb1_08_18	0.1	0.1	0.1
hla_drb1_08_26	0.1	0.1	0.1
hla_drb1_08_35	0.1	0.1	0.1
hla_drb1_08_77	0.1	0.1	0.1
hla_drb1_09_01	0.1	0.1	0.1
hla_drb1_09_20	0.1	0.1	0.1
hla_drb1_10_01	0.1	0.1	0.1
hla_drb1_10_19	0.1	0.1	0.1
hla_drb1_11_01	0.1	0.1	0.1
hla_drb1_11_02	0.1	0.1	0.1
hla_drb1_11_03	0.1	0.1	0.1
hla_drb1_11_04	0.1	0.1	0.1
hla_drb1_11_05	0.1	0.1	0.1
hla_drb1_11_06	0.1	0.1	0.1
hla_drb1_11_08	0.1	0.1	0.1
hla_drb1_11_09	0.1	0.1	0.1
hla_drb1_11_11	0.1	0.1	0.1
hla_drb1_11_12	0.1	0.1	0.1
hla_drb1_11_129	0.1	0.1	0.1
hla_drb1_11_13	0.1	0.1	0.1
hla_drb1_11_14	0.1	0.1	0.1
hla_drb1_11_15	0.1	0.1	0.1
hla_drb1_11_16	0.1	0.1	0.1
hla_drb1_11_17	0.1	0.1	0.1
hla_drb1_11_18	0.1	0.1	0.1
hla_drb1_11_19	0.1	0.1	0.1
hla_drb1_11_198	0.1	0.1	0.1
hla_drb1_11_21	0.1	0.1	0.1
hla_drb1_11_228	0.1	0.1	0.1
hla_drb1_11_24	0.1	0.1	0.1
hla_drb1_11_25	0.1	0.1	0.1
hla_drb1_11_27	0.1	0.1	0.1
hla_drb1_11_28	0.1	0.1	0.1
hla_drb1_11_284	0.1	0.1	0.1
hla_drb1_11_29	0.1	0.1	0.1
hla_drb1_11_291	0.1	0.1	0.1
hla_drb1_11_301n	0.1	0.1	0.1
hla_drb1_11_34	0.1	0.1	0.1
hla_drb1_11_36	0.1	0.1	0.1
hla_drb1_11_37	0.1	0.1	0.1
hla_drb1_11_39	0.1	0.1	0.1
hla_drb1_11_43	0.1	0.1	0.1
hla_drb1_12_01	0.1	0.1	0.1
hla_drb1_12_02	0.1	0.1	0.1
hla_drb1_13_01	0.1	0.1	0.1
hla_drb1_13_02	0.1	0.1	0.1
hla_drb1_13_03	0.1	0.1	0.1
hla_drb1_13_04	0.1	0.1	0.1
hla_drb1_13_05	0.1	0.1	0.1
hla_drb1_13_06	0.1	0.1	0.1
hla_drb1_13_07	0.1	0.1	0.1
hla_drb1_13_08	0.1	0.1	0.1
hla_drb1_13_10	0.1	0.1	0.1
hla_drb1_13_11	0.1	0.1	0.1
hla_drb1_13_117	0.1	0.1	0.1
hla_drb1_13_12	0.1	0.1	0.1
hla_drb1_13_14	0.1	0.1	0.1
hla_drb1_13_15	0.1	0.1	0.1
hla_drb1_13_16	0.1	0.1	0.1
hla_drb1_13_17	0.1	0.1	0.1
hla_drb1_13_18	0.1	0.1	0.1
hla_drb1_13_19	0.1	0.1	0.1
hla_drb1_13_20	0.1	0.1	0.1
hla_drb1_13_208	0.1	0.1	0.1
hla_drb1_13_21	0.1	0.1	0.1
hla_drb1_13_22	0.1	0.1	0.1
hla_drb1_13_227	0.1	0.1	0.1
hla_drb1_13_236	0.1	0.1	0.1
hla_drb1_13_24	0.1	0.1	0.1
hla_drb1_13_26	0.1	0.1	0.1
hla_drb1_13_27	0.1	0.1	0.1
hla_drb1_13_282	0.1	0.1	0.1
hla_drb1_13_29	0.1	0.1	0.1
hla_drb1_13_303	0.1	0.1	0.1
hla_drb1_13_304	0.1	0.1	0.1
hla_drb1_13_320	0.1	0.1	0.1
hla_drb1_13_36	0.1	0.1	0.1
hla_drb1_13_38	0.1	0.1	0.1
hla_drb1_13_56	0.1	0.1	0.1
hla_drb1_14_01	0.1	0.1	0.1
hla_drb1_14_02	0.1	0.1	0.1
hla_drb1_14_03	0.1	0.1	0.1
hla_drb1_14_04	0.1	0.1	0.1
hla_drb1_14_05	0.1	0.1	0.1
hla_drb1_14_06	0.1	0.1	0.1
hla_drb1_14_07	0.1	0.1	0.1
hla_drb1_14_08	0.1	0.1	0.1
hla_drb1_14_09	0.1	0.1	0.1
hla_drb1_14_10	0.1	0.1	0.1
hla_drb1_14_11	0.1	0.1	0.1
hla_drb1_14_12	0.1	0.1	0.1
hla_drb1_14_14	0.1	0.1	0.1
hla_drb1_14_141	0.1	0.1	0.1
hla_drb1_14_15	0.1	0.1	0.1
hla_drb1_14_16	0.1	0.1	0.1
hla_drb1_14_17	0.1	0.1	0.1
hla_drb1_14_18	0.1	0.1	0.1
hla_drb1_14_19	0.1	0.1	0.1
hla_drb1_14_20	0.1	0.1	0.1
hla_drb1_14_21	0.1	0.1	0.1
hla_drb1_14_224	0.1	0.1	0.1
hla_drb1_14_23	0.1	0.1	0.1
hla_drb1_14_24	0.1	0.1	0.1
hla_drb1_14_243	0.1	0.1	0.1
hla_drb1_14_46	0.1	0.1	0.1
hla_drb1_14_54	0.1	0.1	0.1
hla_drb1_15_01	0.1	0.1	0.1
hla_drb1_15_02	0.1	0.1	0.1
hla_drb1_15_03	0.1	0.1	0.1
hla_drb1_15_04	0.1	0.1	0.1
hla_drb1_15_06	0.1	0.1	0.1
hla_drb1_15_07	0.1	0.1	0.1
hla_drb1_15_18	0.1	0.1	0.1
hla_drb1_15_185	0.1	0.1	0.1
hla_drb1_15_188	0.1	0.1	0.1
hla_drb1_16_01	0.1	0.1	0.1
hla_drb1_16_02	0.1	0.1	0.1
hla_drb1_16_04	0.1	0.1	0.1
hla_drb1_16_05	0.1	0.1	0.1
hla_drb1_16_07	0.1	0.1	0.1
hla_drb1_16_09	0.1	0.1	0.1
hla_drb1_16_64	0.1	0.1	0.1
hla_drb2_01_01	0.1	0.1	0.1
hla_drb3_01_01	0.1	0.1	0.1
hla_drb3_01_62	0.1	0.1	0.1
hla_drb3_02_01	0.1	0.1	0.1
hla_drb3_02_02	0.1	0.1	0.1
hla_drb3_02_178	0.1	0.1	0.1
hla_drb3_02_188	0.1	0.1	0.1
hla_drb3_02_22	0.1	0.1	0.1
hla_drb3_02_24	0.1	0.1	0.1
hla_drb3_02_25	0.1	0.1	0.1
hla_drb3_02_32	0.1	0.1	0.1
hla_drb3_03_01	0.1	0.1	0.1
hla_drb4_01_01	0.1	0.1	0.1
hla_drb4_01_02	0.1	0.1	0.1
hla_drb4_01_03	0.1	0.1	0.1
hla_drb4_01_14n	0.1	0.1	0.1
hla_drb4_02_01n	0.1	0.1	0.1
hla_drb4_03_01n	0.1	0.1	0.1
hla_drb5_01_01	0.1	0.1	0.1
hla_drb5_01_02	0.1	0.1	0.1
hla_drb5_01_03	0.1	0.1	0.1
hla_drb5_01_08	0.1	0.1	0.1
hla_drb5_01_53n	0.1	0.1	0.1
hla_drb5_02_02	0.1	0.1	0.1
hla_drb7_01_01	0.1	0.1	0.1
